ID_Venta,Fecha,Cliente,Producto,Categoría,Cantidad,Precio_Unitario,Total_Venta,Canal
8393,2025-03-13,C0973,Zapatos Casual,Calzado,3,150000,450000,Marketplace
8394,2025-03-15,C0916,Sudadera Deportiva,Ropa Unisex,2,95000,190000,Web
8395,2025-01-17,C0478,Zapatos Casual,Calzado,4,150000,600000,Web
8396,2025-06-06,C0414,Zapatos Casual,Calzado,1,150000,150000,Web
8397,2025-03-11,C0587,Bolso de Cuero,Accesorios,2,175000,350000,Web
8398,2025-05-30,C0351,Zapatos Casual,Calzado,3,150000,450000,Web
8399,2025-01-06,C0506,Sudadera Deportiva,Ropa Unisex,5,95000,475000,RedesSociales
8400,2025-01-26,C0195,Gorra Negra,Accesorios,1,35000,35000,Web
8401,2025-06-16,C0187,Tenis Running,Calzado,2,200000,400000,RedesSociales
8402,2025-05-20,C0450,Zapatos Casual,Calzado,2,150000,300000,RedesSociales
8403,2025-04-09,C0496,Sudadera Deportiva,Ropa Unisex,3,95000,285000,RedesSociales
8404,2025-05-22,C0515,Vestido Rojo,Ropa Mujer,1,180000,180000,RedesSociales
8405,2025-01-22,C0696,Zapatos Casual,Calzado,1,150000,150000,Marketplace
8406,2025-02-20,C0847,Tenis Running,Calzado,1,200000,200000,Web
8407,2025-05-31,C0273,Tenis Running,Calzado,2,200000,400000,Marketplace
8408,2025-06-25,C0880,Vestido Rojo,Ropa Mujer,1,180000,180000,RedesSociales
8409,2025-04-14,C0052,Gorra Negra,Accesorios,2,35000,70000,RedesSociales
8410,2025-06-27,C0263,Bolso de Cuero,Accesorios,2,175000,350000,RedesSociales
8411,2025-03-30,C0368,Jeans Azul,Ropa Mujer,1,120000,120000,Marketplace
8412,2025-05-21,C0133,Bolso de Cuero,Accesorios,4,175000,700000,Marketplace
8413,2025-05-18,C0994,Jeans Azul,Ropa Mujer,5,120000,600000,RedesSociales
8414,2025-01-09,C0225,Zapatos Casual,Calzado,5,150000,750000,RedesSociales
8415,2025-03-20,C0310,Vestido Rojo,Ropa Mujer,4,180000,720000,Web
8416,2025-02-21,C0573,Chaqueta Jeans,Ropa Unisex,1,220000,220000,Marketplace
8417,2025-05-10,C0877,Jeans Azul,Ropa Mujer,2,120000,240000,RedesSociales
8418,2025-06-02,C0016,Camiseta Blanca,Ropa Hombre,3,40000,120000,Web
8419,2025-01-13,C0741,Tenis Running,Calzado,4,200000,800000,RedesSociales
8420,2025-02-20,C0195,Zapatos Casual,Calzado,5,150000,750000,Web
8421,2025-02-03,C0763,Zapatos Casual,Calzado,5,150000,750000,Web
8422,2025-02-04,C0443,Tenis Running,Calzado,2,200000,400000,Web
8423,2025-05-11,C0303,Camiseta Negra,Ropa Hombre,5,45000,225000,Marketplace
8424,2025-04-30,C0048,Tenis Running,Calzado,5,200000,1000000,Web
8425,2025-03-11,C0747,Gorra Negra,Accesorios,2,35000,70000,Web
8426,2025-06-25,C0121,Chaqueta Jeans,Ropa Unisex,1,220000,220000,RedesSociales
8427,2025-05-27,C0499,Tenis Running,Calzado,5,200000,1000000,Web
8428,2025-03-08,C0832,Bolso de Cuero,Accesorios,1,175000,175000,Web
8429,2025-04-13,C0562,Camiseta Blanca,Ropa Hombre,3,40000,120000,Marketplace
8430,2025-03-14,C0469,Jeans Azul,Ropa Mujer,1,120000,120000,Web
8431,2025-04-26,C0041,Sudadera Deportiva,Ropa Unisex,2,95000,190000,RedesSociales
8432,2025-05-13,C0456,Bolso de Cuero,Accesorios,2,175000,350000,Web
8433,2025-03-08,C0534,Gorra Negra,Accesorios,2,35000,70000,Marketplace
8434,2025-05-19,C0371,Gorra Negra,Accesorios,5,35000,175000,Marketplace
8435,2025-05-01,C0182,Tenis Running,Calzado,4,200000,800000,RedesSociales
8436,2025-04-04,C0517,Sudadera Deportiva,Ropa Unisex,5,95000,475000,Web
8437,2025-05-09,C0657,Chaqueta Jeans,Ropa Unisex,1,220000,220000,Web
8438,2025-04-01,C0869,Jeans Azul,Ropa Mujer,3,120000,360000,RedesSociales
8439,2025-04-02,C0590,Vestido Rojo,Ropa Mujer,3,180000,540000,Marketplace
8440,2025-03-04,C0231,Zapatos Casual,Calzado,3,150000,450000,Marketplace
8441,2025-01-29,C0809,Zapatos Casual,Calzado,3,150000,450000,Web
8442,2025-01-12,C0348,Jeans Azul,Ropa Mujer,4,120000,480000,Marketplace
8443,2025-03-18,C0479,Vestido Rojo,Ropa Mujer,3,180000,540000,Web
8444,2025-02-10,C0209,Jeans Azul,Ropa Mujer,5,120000,600000,Web
8445,2025-05-10,C0675,Camiseta Blanca,Ropa Hombre,3,40000,120000,Marketplace
8446,2025-02-06,C0680,Sudadera Deportiva,Ropa Unisex,2,95000,190000,RedesSociales
8447,2025-06-22,C0278,Zapatos Casual,Calzado,1,150000,150000,Web
8448,2025-06-25,C0749,Vestido Rojo,Ropa Mujer,5,180000,900000,Web
8449,2025-01-24,C0688,Chaqueta Jeans,Ropa Unisex,4,220000,880000,Web
8450,2025-04-09,C0053,Tenis Running,Calzado,5,200000,1000000,Marketplace
8451,2025-05-30,C0861,Bolso de Cuero,Accesorios,2,175000,350000,Marketplace
8452,2025-04-10,C0010,Zapatos Casual,Calzado,3,150000,450000,Web
8453,2025-05-19,C0658,Gorra Negra,Accesorios,3,35000,105000,RedesSociales
8454,2025-02-27,C0739,Camiseta Negra,Ropa Hombre,4,45000,180000,Web
8455,2025-06-23,C0748,Jeans Azul,Ropa Mujer,1,120000,120000,Web
8456,2025-01-29,C0464,Chaqueta Jeans,Ropa Unisex,3,220000,660000,Web
8457,2025-06-12,C0754,Jeans Azul,Ropa Mujer,4,120000,480000,Web
8458,2025-05-23,C0817,Camiseta Negra,Ropa Hombre,3,45000,135000,Web
8459,2025-03-01,C0583,Camiseta Blanca,Ropa Hombre,5,40000,200000,Web
8460,2025-04-05,C0158,Tenis Running,Calzado,4,200000,800000,Marketplace
8461,2025-02-11,C0019,Zapatos Casual,Calzado,4,150000,600000,Web
8462,2025-02-12,C0055,Gorra Negra,Accesorios,4,35000,140000,Web
8463,2025-03-15,C0956,Jeans Azul,Ropa Mujer,3,120000,360000,Web
8464,2025-06-26,C0727,Vestido Rojo,Ropa Mujer,4,180000,720000,Web
8465,2025-06-09,C0968,Jeans Azul,Ropa Mujer,5,120000,600000,Web
8466,2025-03-05,C0721,Vestido Rojo,Ropa Mujer,1,180000,180000,Web
8467,2025-01-02,C0021,Tenis Running,Calzado,1,200000,200000,RedesSociales
8468,2025-06-01,C0282,Bolso de Cuero,Accesorios,2,175000,350000,Marketplace
8469,2025-03-07,C0761,Zapatos Casual,Calzado,5,150000,750000,Marketplace
8470,2025-06-15,C0540,Bolso de Cuero,Accesorios,5,175000,875000,RedesSociales
8471,2025-01-31,C0935,Bolso de Cuero,Accesorios,4,175000,700000,Marketplace
8472,2025-04-25,C0417,Zapatos Casual,Calzado,2,150000,300000,Marketplace
8473,2025-01-26,C0808,Zapatos Casual,Calzado,5,150000,750000,Marketplace
8474,2025-01-29,C0723,Tenis Running,Calzado,5,200000,1000000,Marketplace
8475,2025-03-19,C0285,Gorra Negra,Accesorios,5,35000,175000,RedesSociales
8476,2025-01-25,C0532,Jeans Azul,Ropa Mujer,3,120000,360000,Web
8477,2025-02-17,C0532,Tenis Running,Calzado,5,200000,1000000,Web
8478,2025-03-06,C0511,Camiseta Negra,Ropa Hombre,3,45000,135000,Web
8479,2025-06-30,C0842,Sudadera Deportiva,Ropa Unisex,5,95000,475000,RedesSociales
8480,2025-03-08,C0396,Camiseta Blanca,Ropa Hombre,1,40000,40000,Web
8481,2025-03-31,C0120,Zapatos Casual,Calzado,3,150000,450000,RedesSociales
8482,2025-05-26,C0097,Jeans Azul,Ropa Mujer,3,120000,360000,Web
8483,2025-05-17,C0120,Gorra Negra,Accesorios,4,35000,140000,Web
8484,2025-02-07,C0537,Chaqueta Jeans,Ropa Unisex,5,220000,1100000,Web
8485,2025-03-28,C0153,Gorra Negra,Accesorios,2,35000,70000,Marketplace
8486,2025-05-29,C0245,Camiseta Blanca,Ropa Hombre,2,40000,80000,Marketplace
8487,2025-03-06,C0772,Camiseta Negra,Ropa Hombre,2,45000,90000,Web
8488,2025-05-29,C0516,Chaqueta Jeans,Ropa Unisex,2,220000,440000,Marketplace
8489,2025-01-27,C0393,Bolso de Cuero,Accesorios,1,175000,175000,Web
8490,2025-04-16,C0143,Bolso de Cuero,Accesorios,2,175000,350000,Marketplace
8491,2025-05-03,C0504,Zapatos Casual,Calzado,4,150000,600000,Marketplace
8492,2025-02-13,C0794,Bolso de Cuero,Accesorios,2,175000,350000,RedesSociales
8493,2025-04-10,C0847,Vestido Rojo,Ropa Mujer,4,180000,720000,RedesSociales
8494,2025-01-28,C0858,Jeans Azul,Ropa Mujer,3,120000,360000,Web
8495,2025-06-22,C0220,Vestido Rojo,Ropa Mujer,5,180000,900000,Web
8496,2025-01-17,C0839,Zapatos Casual,Calzado,2,150000,300000,RedesSociales
8497,2025-05-07,C0160,Tenis Running,Calzado,4,200000,800000,Web
8498,2025-05-03,C0076,Camiseta Blanca,Ropa Hombre,4,40000,160000,Web
8499,2025-06-17,C0611,Chaqueta Jeans,Ropa Unisex,5,220000,1100000,Web
8500,2025-05-11,C0692,Chaqueta Jeans,Ropa Unisex,3,220000,660000,Web
8501,2025-03-17,C0639,Bolso de Cuero,Accesorios,2,175000,350000,Marketplace
8502,2025-02-15,C0032,Jeans Azul,Ropa Mujer,4,120000,480000,Web
8503,2025-06-07,C0777,Sudadera Deportiva,Ropa Unisex,2,95000,190000,RedesSociales
8504,2025-03-10,C0334,Gorra Negra,Accesorios,1,35000,35000,Marketplace
8505,2025-05-17,C0525,Chaqueta Jeans,Ropa Unisex,4,220000,880000,Marketplace
8506,2025-03-26,C0440,Camiseta Blanca,Ropa Hombre,3,40000,120000,Web
8507,2025-01-11,C0892,Camiseta Blanca,Ropa Hombre,5,40000,200000,Web
8508,2025-03-10,C0940,Vestido Rojo,Ropa Mujer,4,180000,720000,Marketplace
8509,2025-04-09,C0993,Vestido Rojo,Ropa Mujer,1,180000,180000,Marketplace
8510,2025-04-01,C0352,Zapatos Casual,Calzado,5,150000,750000,Marketplace
8511,2025-06-08,C0339,Camiseta Negra,Ropa Hombre,3,45000,135000,Web
8512,2025-06-10,C0926,Sudadera Deportiva,Ropa Unisex,2,95000,190000,Marketplace
8513,2025-06-16,C0400,Bolso de Cuero,Accesorios,2,175000,350000,Marketplace
8514,2025-04-04,C0396,Camiseta Blanca,Ropa Hombre,4,40000,160000,Marketplace
8515,2025-06-23,C0202,Chaqueta Jeans,Ropa Unisex,5,220000,1100000,Marketplace
8516,2025-06-14,C0962,Gorra Negra,Accesorios,1,35000,35000,RedesSociales
8517,2025-04-25,C0530,Gorra Negra,Accesorios,1,35000,35000,Marketplace
8518,2025-01-31,C0909,Vestido Rojo,Ropa Mujer,3,180000,540000,Web
8519,2025-01-11,C0093,Vestido Rojo,Ropa Mujer,5,180000,900000,Marketplace
8520,2025-03-28,C0792,Tenis Running,Calzado,5,200000,1000000,Marketplace
8521,2025-05-01,C0358,Sudadera Deportiva,Ropa Unisex,2,95000,190000,Web
8522,2025-05-10,C0396,Zapatos Casual,Calzado,3,150000,450000,Web
8523,2025-04-15,C0828,Bolso de Cuero,Accesorios,3,175000,525000,Marketplace
8524,2025-01-27,C0060,Jeans Azul,Ropa Mujer,3,120000,360000,Marketplace
8525,2025-01-02,C0477,Camiseta Blanca,Ropa Hombre,5,40000,200000,RedesSociales
8526,2025-04-13,C0726,Jeans Azul,Ropa Mujer,2,120000,240000,RedesSociales
8527,2025-04-11,C0612,Tenis Running,Calzado,3,200000,600000,Web
8528,2025-01-21,C0001,Bolso de Cuero,Accesorios,2,175000,350000,Marketplace
8529,2025-02-27,C0555,Gorra Negra,Accesorios,3,35000,105000,Marketplace
8530,2025-05-13,C0311,Chaqueta Jeans,Ropa Unisex,5,220000,1100000,Web
8531,2025-06-29,C0168,Tenis Running,Calzado,2,200000,400000,Web
8532,2025-06-22,C0192,Zapatos Casual,Calzado,4,150000,600000,Web
8533,2025-03-26,C0034,Bolso de Cuero,Accesorios,3,175000,525000,Web
8534,2025-04-03,C0034,Vestido Rojo,Ropa Mujer,5,180000,900000,RedesSociales
8535,2025-01-20,C0688,Gorra Negra,Accesorios,2,35000,70000,Web
8536,2025-03-02,C0417,Jeans Azul,Ropa Mujer,1,120000,120000,Web
8537,2025-02-07,C0708,Bolso de Cuero,Accesorios,5,175000,875000,Web
8538,2025-05-28,C0998,Tenis Running,Calzado,5,200000,1000000,Marketplace
8539,2025-01-25,C0158,Zapatos Casual,Calzado,1,150000,150000,Web
8540,2025-05-10,C0757,Camiseta Negra,Ropa Hombre,1,45000,45000,Web
8541,2025-05-01,C0500,Camiseta Blanca,Ropa Hombre,4,40000,160000,Web
8542,2025-06-09,C0366,Bolso de Cuero,Accesorios,4,175000,700000,Web
8543,2025-01-26,C0340,Chaqueta Jeans,Ropa Unisex,4,220000,880000,Web
8544,2025-06-18,C0858,Camiseta Negra,Ropa Hombre,5,45000,225000,Marketplace
8545,2025-03-08,C0335,Bolso de Cuero,Accesorios,5,175000,875000,Web
8546,2025-01-01,C0583,Camiseta Negra,Ropa Hombre,5,45000,225000,Web
8547,2025-02-20,C0327,Tenis Running,Calzado,4,200000,800000,Web
8548,2025-01-05,C0114,Chaqueta Jeans,Ropa Unisex,2,220000,440000,RedesSociales
8549,2025-01-13,C0797,Sudadera Deportiva,Ropa Unisex,5,95000,475000,Web
8550,2025-05-27,C0919,Camiseta Negra,Ropa Hombre,5,45000,225000,RedesSociales
8551,2025-05-20,C0418,Camiseta Blanca,Ropa Hombre,5,40000,200000,RedesSociales
8552,2025-02-17,C0468,Zapatos Casual,Calzado,4,150000,600000,Web
8553,2025-06-02,C0143,Camiseta Blanca,Ropa Hombre,3,40000,120000,Marketplace
8554,2025-02-26,C0609,Chaqueta Jeans,Ropa Unisex,4,220000,880000,Marketplace
8555,2025-04-25,C0309,Bolso de Cuero,Accesorios,3,175000,525000,Marketplace
8556,2025-02-04,C0401,Chaqueta Jeans,Ropa Unisex,4,220000,880000,Marketplace
8557,2025-03-17,C0320,Jeans Azul,Ropa Mujer,2,120000,240000,Marketplace
8558,2025-04-04,C0212,Sudadera Deportiva,Ropa Unisex,2,95000,190000,Web
8559,2025-01-05,C0317,Zapatos Casual,Calzado,5,150000,750000,Marketplace
8560,2025-01-22,C0185,Gorra Negra,Accesorios,4,35000,140000,Marketplace
8561,2025-04-13,C0205,Gorra Negra,Accesorios,3,35000,105000,Web
8562,2025-06-24,C0364,Tenis Running,Calzado,3,200000,600000,RedesSociales
8563,2025-05-11,C0216,Jeans Azul,Ropa Mujer,2,120000,240000,Web
8564,2025-05-04,C0246,Vestido Rojo,Ropa Mujer,5,180000,900000,RedesSociales
8565,2025-02-22,C0239,Gorra Negra,Accesorios,3,35000,105000,Marketplace
8566,2025-06-08,C0805,Vestido Rojo,Ropa Mujer,4,180000,720000,Marketplace
8567,2025-03-10,C0391,Camiseta Blanca,Ropa Hombre,5,40000,200000,RedesSociales
8568,2025-04-14,C0520,Zapatos Casual,Calzado,4,150000,600000,RedesSociales
8569,2025-06-10,C0983,Vestido Rojo,Ropa Mujer,4,180000,720000,Web
8570,2025-06-27,C0590,Vestido Rojo,Ropa Mujer,2,180000,360000,Marketplace
8571,2025-01-16,C0836,Tenis Running,Calzado,4,200000,800000,Web
8572,2025-04-26,C0277,Sudadera Deportiva,Ropa Unisex,1,95000,95000,Web
8573,2025-03-17,C0957,Sudadera Deportiva,Ropa Unisex,5,95000,475000,RedesSociales
8574,2025-04-19,C0202,Bolso de Cuero,Accesorios,1,175000,175000,Web
8575,2025-02-08,C0214,Vestido Rojo,Ropa Mujer,4,180000,720000,Web
8576,2025-03-30,C0606,Bolso de Cuero,Accesorios,4,175000,700000,Marketplace
8577,2025-06-23,C0478,Camiseta Negra,Ropa Hombre,2,45000,90000,Web
8578,2025-04-22,C0508,Bolso de Cuero,Accesorios,2,175000,350000,Web
8579,2025-02-16,C0976,Camiseta Negra,Ropa Hombre,2,45000,90000,Marketplace
8580,2025-06-21,C0075,Zapatos Casual,Calzado,2,150000,300000,Marketplace
8581,2025-05-17,C0982,Sudadera Deportiva,Ropa Unisex,3,95000,285000,Web
8582,2025-05-08,C0669,Zapatos Casual,Calzado,2,150000,300000,Marketplace
8583,2025-06-27,C0665,Bolso de Cuero,Accesorios,4,175000,700000,RedesSociales
8584,2025-03-18,C0954,Gorra Negra,Accesorios,4,35000,140000,RedesSociales
8585,2025-01-15,C0142,Vestido Rojo,Ropa Mujer,5,180000,900000,Marketplace
8586,2025-02-05,C0590,Bolso de Cuero,Accesorios,1,175000,175000,Web
8587,2025-03-04,C0322,Jeans Azul,Ropa Mujer,3,120000,360000,Web
8588,2025-03-10,C0694,Gorra Negra,Accesorios,3,35000,105000,RedesSociales
8589,2025-06-18,C0461,Bolso de Cuero,Accesorios,5,175000,875000,Web
8590,2025-03-15,C0707,Camiseta Negra,Ropa Hombre,5,45000,225000,RedesSociales
8591,2025-01-24,C0670,Chaqueta Jeans,Ropa Unisex,2,220000,440000,Web
8592,2025-02-18,C0146,Gorra Negra,Accesorios,5,35000,175000,RedesSociales
8593,2025-05-26,C0054,Chaqueta Jeans,Ropa Unisex,3,220000,660000,Web
8594,2025-01-07,C0356,Camiseta Negra,Ropa Hombre,1,45000,45000,Web
8595,2025-01-04,C0277,Camiseta Negra,Ropa Hombre,1,45000,45000,Marketplace
8596,2025-03-31,C0821,Jeans Azul,Ropa Mujer,3,120000,360000,RedesSociales
8597,2025-03-01,C0595,Bolso de Cuero,Accesorios,2,175000,350000,Marketplace
8598,2025-02-24,C0400,Zapatos Casual,Calzado,1,150000,150000,Web
8599,2025-01-16,C0668,Sudadera Deportiva,Ropa Unisex,1,95000,95000,RedesSociales
8600,2025-01-29,C0516,Bolso de Cuero,Accesorios,2,175000,350000,Marketplace
8601,2025-05-31,C0499,Vestido Rojo,Ropa Mujer,1,180000,180000,Web
8602,2025-01-14,C0311,Vestido Rojo,Ropa Mujer,4,180000,720000,Web
8603,2025-03-20,C0271,Jeans Azul,Ropa Mujer,3,120000,360000,Marketplace
8604,2025-06-26,C0576,Chaqueta Jeans,Ropa Unisex,1,220000,220000,Web
8605,2025-02-02,C0449,Chaqueta Jeans,Ropa Unisex,1,220000,220000,RedesSociales
8606,2025-06-02,C0112,Gorra Negra,Accesorios,2,35000,70000,Web
8607,2025-01-21,C0239,Zapatos Casual,Calzado,1,150000,150000,Marketplace
8608,2025-05-25,C0144,Zapatos Casual,Calzado,2,150000,300000,Web
8609,2025-01-23,C0374,Sudadera Deportiva,Ropa Unisex,3,95000,285000,Marketplace
8610,2025-02-26,C0020,Vestido Rojo,Ropa Mujer,4,180000,720000,Web
8611,2025-05-22,C0576,Zapatos Casual,Calzado,5,150000,750000,Web
8612,2025-04-03,C0289,Camiseta Blanca,Ropa Hombre,3,40000,120000,Web
8613,2025-01-20,C0593,Bolso de Cuero,Accesorios,1,175000,175000,Web
8614,2025-06-07,C0197,Zapatos Casual,Calzado,4,150000,600000,Web
8615,2025-01-19,C0382,Camiseta Blanca,Ropa Hombre,5,40000,200000,Web
8616,2025-06-30,C0581,Gorra Negra,Accesorios,5,35000,175000,Web
8617,2025-04-13,C0698,Camiseta Blanca,Ropa Hombre,1,40000,40000,Web
8618,2025-03-18,C0679,Sudadera Deportiva,Ropa Unisex,5,95000,475000,RedesSociales
8619,2025-05-31,C0717,Zapatos Casual,Calzado,5,150000,750000,Web
8620,2025-02-02,C0492,Bolso de Cuero,Accesorios,3,175000,525000,Web
8621,2025-01-18,C0164,Vestido Rojo,Ropa Mujer,3,180000,540000,Web
8622,2025-03-14,C0606,Tenis Running,Calzado,5,200000,1000000,Marketplace
8623,2025-06-10,C0249,Gorra Negra,Accesorios,2,35000,70000,Marketplace
8624,2025-06-09,C0068,Camiseta Blanca,Ropa Hombre,1,40000,40000,Web
8625,2025-01-17,C0855,Sudadera Deportiva,Ropa Unisex,2,95000,190000,Web
8626,2025-01-19,C0021,Vestido Rojo,Ropa Mujer,2,180000,360000,Marketplace
8627,2025-03-11,C0831,Tenis Running,Calzado,5,200000,1000000,RedesSociales
8628,2025-04-30,C0512,Bolso de Cuero,Accesorios,1,175000,175000,RedesSociales
8629,2025-04-11,C0597,Camiseta Blanca,Ropa Hombre,2,40000,80000,Web
8630,2025-02-03,C0390,Zapatos Casual,Calzado,3,150000,450000,Marketplace
8631,2025-03-25,C0536,Zapatos Casual,Calzado,3,150000,450000,Web
8632,2025-06-02,C0111,Tenis Running,Calzado,1,200000,200000,Marketplace
8633,2025-03-15,C0949,Chaqueta Jeans,Ropa Unisex,2,220000,440000,Web
8634,2025-03-29,C0863,Jeans Azul,Ropa Mujer,4,120000,480000,Web
8635,2025-03-26,C0595,Camiseta Negra,Ropa Hombre,4,45000,180000,Marketplace
8636,2025-01-11,C0870,Vestido Rojo,Ropa Mujer,1,180000,180000,Marketplace
8637,2025-04-01,C0460,Jeans Azul,Ropa Mujer,1,120000,120000,Marketplace
8638,2025-05-24,C0078,Camiseta Blanca,Ropa Hombre,4,40000,160000,Web
8639,2025-05-07,C0434,Sudadera Deportiva,Ropa Unisex,2,95000,190000,Marketplace
8640,2025-04-23,C0380,Zapatos Casual,Calzado,2,150000,300000,RedesSociales
8641,2025-03-21,C0652,Gorra Negra,Accesorios,5,35000,175000,Web
8642,2025-01-07,C0440,Zapatos Casual,Calzado,1,150000,150000,Web
8643,2025-01-16,C0888,Tenis Running,Calzado,2,200000,400000,Marketplace
8644,2025-01-16,C0783,Camiseta Blanca,Ropa Hombre,4,40000,160000,Web
8645,2025-06-17,C0339,Gorra Negra,Accesorios,4,35000,140000,Marketplace
8646,2025-01-12,C0988,Sudadera Deportiva,Ropa Unisex,3,95000,285000,Marketplace
8647,2025-02-04,C0424,Sudadera Deportiva,Ropa Unisex,2,95000,190000,RedesSociales
8648,2025-01-21,C0169,Gorra Negra,Accesorios,5,35000,175000,RedesSociales
8649,2025-06-27,C0709,Camiseta Negra,Ropa Hombre,5,45000,225000,Web
8650,2025-06-20,C0965,Camiseta Blanca,Ropa Hombre,1,40000,40000,Web
8651,2025-01-17,C0262,Bolso de Cuero,Accesorios,3,175000,525000,Web
8652,2025-02-01,C0727,Tenis Running,Calzado,4,200000,800000,Web
8653,2025-02-10,C0579,Vestido Rojo,Ropa Mujer,4,180000,720000,Web
8654,2025-05-14,C0229,Sudadera Deportiva,Ropa Unisex,1,95000,95000,Marketplace
8655,2025-01-27,C0161,Camiseta Blanca,Ropa Hombre,5,40000,200000,RedesSociales
8656,2025-05-28,C0427,Chaqueta Jeans,Ropa Unisex,5,220000,1100000,RedesSociales
8657,2025-06-02,C0122,Camiseta Blanca,Ropa Hombre,4,40000,160000,Web
8658,2025-03-07,C0149,Chaqueta Jeans,Ropa Unisex,1,220000,220000,Marketplace
8659,2025-05-17,C0852,Zapatos Casual,Calzado,2,150000,300000,Marketplace
8660,2025-04-02,C0705,Zapatos Casual,Calzado,3,150000,450000,Web
8661,2025-06-30,C0743,Bolso de Cuero,Accesorios,5,175000,875000,Web
8662,2025-03-02,C0111,Jeans Azul,Ropa Mujer,5,120000,600000,RedesSociales
8663,2025-06-15,C0657,Vestido Rojo,Ropa Mujer,5,180000,900000,Web
8664,2025-01-03,C0221,Bolso de Cuero,Accesorios,2,175000,350000,RedesSociales
8665,2025-04-13,C0904,Tenis Running,Calzado,2,200000,400000,Marketplace
8666,2025-02-24,C0064,Zapatos Casual,Calzado,3,150000,450000,Web
8667,2025-01-01,C0638,Tenis Running,Calzado,5,200000,1000000,Web
8668,2025-04-11,C0730,Bolso de Cuero,Accesorios,4,175000,700000,Web
8669,2025-02-14,C0796,Vestido Rojo,Ropa Mujer,5,180000,900000,Marketplace
8670,2025-06-24,C0354,Chaqueta Jeans,Ropa Unisex,3,220000,660000,Marketplace
8671,2025-01-26,C0474,Bolso de Cuero,Accesorios,3,175000,525000,Marketplace
8672,2025-05-01,C0909,Zapatos Casual,Calzado,4,150000,600000,Marketplace
8673,2025-05-22,C0748,Vestido Rojo,Ropa Mujer,2,180000,360000,RedesSociales
8674,2025-02-15,C0485,Sudadera Deportiva,Ropa Unisex,4,95000,380000,Web
8675,2025-05-02,C0013,Camiseta Negra,Ropa Hombre,3,45000,135000,Marketplace
8676,2025-01-31,C0934,Camiseta Negra,Ropa Hombre,4,45000,180000,Marketplace
8677,2025-02-28,C0153,Bolso de Cuero,Accesorios,5,175000,875000,Web
8678,2025-01-29,C0239,Tenis Running,Calzado,3,200000,600000,RedesSociales
8679,2025-04-16,C0190,Camiseta Negra,Ropa Hombre,2,45000,90000,Marketplace
8680,2025-01-17,C0663,Camiseta Blanca,Ropa Hombre,2,40000,80000,Web
8681,2025-05-22,C0086,Vestido Rojo,Ropa Mujer,4,180000,720000,RedesSociales
8682,2025-06-13,C0021,Camiseta Negra,Ropa Hombre,4,45000,180000,RedesSociales
8683,2025-01-24,C0694,Camiseta Blanca,Ropa Hombre,4,40000,160000,Marketplace
8684,2025-04-19,C0319,Chaqueta Jeans,Ropa Unisex,5,220000,1100000,Web
8685,2025-04-01,C0158,Tenis Running,Calzado,2,200000,400000,RedesSociales
8686,2025-01-25,C0971,Sudadera Deportiva,Ropa Unisex,3,95000,285000,Web
8687,2025-02-01,C0964,Sudadera Deportiva,Ropa Unisex,3,95000,285000,Marketplace
8688,2025-04-26,C0481,Vestido Rojo,Ropa Mujer,2,180000,360000,Web
8689,2025-03-23,C0879,Camiseta Blanca,Ropa Hombre,4,40000,160000,Web
8690,2025-04-20,C0076,Jeans Azul,Ropa Mujer,1,120000,120000,RedesSociales
8691,2025-05-26,C0329,Sudadera Deportiva,Ropa Unisex,4,95000,380000,Marketplace
8692,2025-02-06,C0416,Sudadera Deportiva,Ropa Unisex,2,95000,190000,Marketplace
8693,2025-01-26,C0203,Chaqueta Jeans,Ropa Unisex,5,220000,1100000,Web
8694,2025-05-17,C0229,Sudadera Deportiva,Ropa Unisex,4,95000,380000,RedesSociales
8695,2025-03-05,C0152,Sudadera Deportiva,Ropa Unisex,3,95000,285000,Web
8696,2025-03-13,C0775,Camiseta Negra,Ropa Hombre,5,45000,225000,Web
8697,2025-05-28,C0072,Sudadera Deportiva,Ropa Unisex,2,95000,190000,Marketplace
8698,2025-04-16,C0225,Chaqueta Jeans,Ropa Unisex,1,220000,220000,Web
8699,2025-03-27,C0473,Tenis Running,Calzado,4,200000,800000,Web
8700,2025-06-07,C0897,Bolso de Cuero,Accesorios,5,175000,875000,RedesSociales
8701,2025-02-22,C0643,Sudadera Deportiva,Ropa Unisex,5,95000,475000,Marketplace
8702,2025-04-02,C0360,Gorra Negra,Accesorios,3,35000,105000,RedesSociales
8703,2025-04-09,C0540,Vestido Rojo,Ropa Mujer,4,180000,720000,Marketplace
8704,2025-01-11,C0811,Jeans Azul,Ropa Mujer,1,120000,120000,Web
8705,2025-01-31,C0609,Gorra Negra,Accesorios,5,35000,175000,Web
8706,2025-06-26,C0046,Camiseta Negra,Ropa Hombre,3,45000,135000,RedesSociales
8707,2025-04-10,C0001,Zapatos Casual,Calzado,4,150000,600000,Web
8708,2025-03-28,C0678,Chaqueta Jeans,Ropa Unisex,4,220000,880000,Marketplace
8709,2025-05-27,C0245,Vestido Rojo,Ropa Mujer,1,180000,180000,Web
8710,2025-05-20,C0219,Bolso de Cuero,Accesorios,3,175000,525000,Marketplace
8711,2025-01-15,C0614,Zapatos Casual,Calzado,1,150000,150000,Web
8712,2025-06-08,C0291,Gorra Negra,Accesorios,5,35000,175000,Web
8713,2025-06-20,C0458,Tenis Running,Calzado,2,200000,400000,Marketplace
